Year,ZipCode,fpPopulation,Population,dif,pctDiff
2015,98177,19293.804,19267.227,26.577,0.001
2016,98177,19562.048,19500.585,61.463,0.003
2017,98177,19791.305,19685.628,105.678,0.005
2018,98177,19984.395,19829.531,154.865,0.008
2019,98177,20080.361,19884.624,195.737,0.01
2020,98177,20344.053,20150.757,193.296,0.01
2011,98178,22231.325,22365.061,-133.736,-0.006
2012,98178,22362.408,22515.783,-153.375,-0.007
2013,98178,22571.256,22738.664,-167.408,-0.007
2014,98178,22929.117,23124.002,-194.884,-0.008
2015,98178,23358.276,23553.471,-195.195,-0.008
2016,98178,23683.791,23935.09,-251.299,-0.01
2017,98178,23909.195,24177.253,-268.057,-0.011
2018,98178,24145.649,24466.799,-321.15,-0.013
2019,98178,24328.475,24716.265,-387.79,-0.016
2020,98178,24542.9,24893.845,-350.945,-0.014
2011,98188,22628.2,22369.43,258.771,0.012
2012,98188,22892.408,22403.559,488.85,0.022
2013,98188,23196.823,22476.455,720.368,0.032
2014,98188,23597.642,22635.006,962.636,0.043
2015,98188,23991.078,22775.514,1215.563,0.053
2016,98188,24440.225,22978.706,1461.52,0.064
2017,98188,25607.871,23899.793,1708.078,0.071
2018,98188,25990.736,24033.101,1957.635,0.081
2019,98188,26384.311,24272.199,2112.112,0.087
2020,98188,26961.273,24492.244,2469.029,0.101
2011,98195,2855.579,2837.938,17.641,0.006
2012,98195,2859.734,2798.248,61.486,0.022
2013,98195,2917.554,2826.689,90.865,0.032
2014,98195,2927.521,2810.031,117.49,0.042
2015,98195,2938.118,2793.5,144.618,0.052
2016,98195,2196.497,2065.546,130.951,0.063
2017,98195,2229.349,2078.191,151.159,0.073
2018,98195,2234.186,2070.062,164.123,0.079
2019,98195,3856.894,3591.706,265.187,0.074
2020,98195,3796.006,3515.585,280.421,0.08
2011,98198,34820.683,34724.014,96.67,0.003
2012,98198,35143.174,34800.63,342.544,0.01
2013,98198,35490.595,34909.262,581.332,0.017
2014,98198,36115.194,35280.769,834.425,0.024
2015,98198,36323.799,35211.713,1112.087,0.032
2016,98198,36971.526,35678.461,1293.065,0.036
2017,98198,37618.315,36055.155,1563.16,0.043
2018,98198,38308.127,36452.798,1855.33,0.051
2019,98198,38907.614,36914.258,1993.356,0.054
2020,98198,39776.307,37561.227,2215.08,0.059
2011,98199,19630.031,19700.884,-70.853,-0.004
2012,98199,19740.734,19735.21,5.524,0.0
2013,98199,19937.32,19853.143,84.177,0.004
2014,98199,20206.876,20045.571,161.304,0.008
2015,98199,20629.053,20373.73,255.324,0.013
2016,98199,21165.47,20849.624,315.846,0.015
2017,98199,21695.063,21310.159,384.904,0.018
2018,98199,21919.549,21474.355,445.194,0.021
2019,98199,21993.816,21508.317,485.499,0.023
2020,98199,22197.696,21592.445,605.251,0.028
2011,98201,30209.477,30449.792,-240.315,-0.008
2012,98201,30151.765,30696.601,-544.835,-0.018
2013,98201,30279.276,31123.994,-844.718,-0.027
2014,98201,30226.25,31218.88,-992.63,-0.032
2015,98201,30086.069,31148.476,-1062.407,-0.034
2016,98201,30612.208,32016.135,-1403.927,-0.044
2017,98201,30750.038,32644.308,-1894.27,-0.058
2018,98201,31070.476,33392.751,-2322.275,-0.07
2019,98201,31024.814,33490.385,-2465.571,-0.074
2020,98201,31160.711,33990.356,-2829.645,-0.083
2011,98203,34905.685,34955.048,-49.363,-0.001
2012,98203,34951.223,34898.643,52.58,0.002
2013,98203,35269.939,35111.458,158.481,0.005
2014,98203,35723.008,35441.841,281.167,0.008
2015,98203,36215.369,35821.985,393.384,0.011
2016,98203,36736.782,36196.107,540.675,0.015
2017,98203,37238.009,36552.883,685.126,0.019
2018,98203,37730.336,36879.365,850.972,0.023
2019,98203,38349.334,37245.141,1104.194,0.03
2020,98203,38766.992,37494.018,1272.975,0.034
2011,98204,38686.202,38387.304,298.898,0.008
2012,98204,39180.012,38624.036,555.976,0.014
2013,98204,39624.392,38799.201,825.191,0.021
2014,98204,40178.02,39046.612,1131.408,0.029
2015,98204,41191.776,39751.481,1440.295,0.036
2016,98204,42521.504,40750.224,1771.28,0.043
2017,98204,44122.456,41862.223,2260.233,0.054
2018,98204,45356.279,42727.678,2628.601,0.062
2019,98204,46248.238,43280.381,2967.857,0.069
2020,98204,46763.518,43456.141,3307.377,0.076
2011,98205,0.0,12790.67,-12790.67,-1.0
2012,98205,0.0,0.0,0.0,
2013,98205,0.0,0.0,0.0,
2014,98205,0.0,0.0,0.0,
2015,98205,0.0,0.0,0.0,
2016,98205,0.0,0.0,0.0,
2017,98205,0.0,0.0,0.0,
2018,98205,0.0,0.0,0.0,
2019,98205,0.0,0.0,0.0,
2020,98205,0.0,0.0,0.0,
2011,98208,52662.71,52578.841,83.869,0.002
2012,98208,53162.197,53152.767,9.43,0.0
2013,98208,53849.854,53942.069,-92.215,-0.002
2014,98208,54620.425,54766.631,-146.205,-0.003
2015,98208,55544.085,55952.559,-408.474,-0.007
2016,98208,56953.399,57220.467,-267.069,-0.005
2017,98208,57979.14,58449.077,-469.937,-0.008
2018,98208,59117.977,59486.61,-368.632,-0.006
2019,98208,60072.131,60752.444,-680.313,-0.011
2020,98208,60499.724,61338.46,-838.736,-0.014
2011,98220,794.99,501.461,293.529,0.585
2012,98220,755.33,490.517,264.813,0.54
2013,98220,714.598,492.182,222.417,0.452
2014,98220,675.812,494.749,181.064,0.366
2015,98220,638.061,496.868,141.193,0.284
2016,98220,602.365,500.016,102.35,0.205
2017,98220,567.656,503.911,63.745,0.127
2018,98220,523.497,503.569,19.928,0.04
2019,98220,491.176,513.543,-22.367,-0.044
2020,98220,455.655,519.398,-63.743,-0.123
2011,98221,20278.463,20583.414,-304.952,-0.015
2012,98221,20234.064,20704.393,-470.329,-0.023
2013,98221,20227.698,20862.035,-634.337,-0.03
2014,98221,20225.226,21018.228,-793.002,-0.038
2015,98221,20241.344,21189.486,-948.143,-0.045
2016,98221,20478.09,21593.213,-1115.122,-0.052
2017,98221,20641.76,21890.218,-1248.458,-0.057
